Obs,Cod_Item,Situacao_Item_Pedido,CodGrupoEstoque,Condicao_Pagamento,% Margem F brica Ped
8588,3009023507,1,85,21,0.075
8589,3022066092,1,80,21,0.3568
8590,3905006801,1,80,21,0.3065
8591,3001052018,1,80,21,0.2407
8592,3001071101,1,80,21,0.2068
8593,3001072815,1,80,21,0.3392
8594,3001077817,1,80,21,0.3763
8595,3001083715,1,80,21,0.2569
8596,3002077817,1,80,21,0.3983
8597,3002081118,1,80,21,0.2987
8598,3003083417,1,80,21,0.4004
8599,3009023016,1,85,21,-0.0533
8600,3001071301,1,80,63,0.1525
8601,3002081118,1,80,63,0.2769
8602,3003081118,1,80,63,0.2623
8603,3009015071,1,85,63,0.2745
8604,6003046113,1,86,63,0.1734
8605,6003046213,1,86,63,0.1675
8606,6003046313,1,86,63,0.1612
8607,6023200809,1,86,63,0.1017
8608,6023205009,1,86,63,0.1901
8609,6023208009,1,86,63,0.1901
8610,6080203510,1,86,63,0.2465
8611,6080205010,1,86,63,0.2438
8612,6080207510,1,86,63,0.2397
8613,6508086110,1,86,63,0.1565
8614,6508286110,1,86,63,0.147
8615,3001052018,1,80,30,0.1249
8616,3001071101,1,80,30,-0.0226
8617,3009015071,1,85,30,0.2746
8618,3021094001,1,80,30,-0.0208
8619,3023064001,1,80,30,0.2907
8620,6080205010,1,86,30,0.1327
8621,6080303510,1,86,30,0.1359
8622,3011073834,0,80,56,0.3385
8623,3001052701,1,80,56,0.0839
8624,3001071101,1,80,56,0.0776
8625,3009023107,1,85,56,0.1057
8626,6003046113,1,86,56,0.3049
8627,6003046213,1,86,56,0.3057
8628,6003046313,1,86,56,0.3223
8629,6003046413,1,86,56,0.3161
8630,6003046513,1,86,56,0.29
8631,3001052018,1,80,56,0.1014
8632,3001052915,1,80,56,0.2948
8633,3001055018,1,80,56,0.1697
8634,3001071101,1,80,56,0.0776
8635,3001075015,1,80,56,0.3744
8636,3001075017,1,80,56,0.3866
8637,3001079517,1,80,56,0.4098
8638,3003081118,1,80,56,0.3182
8639,3009015071,1,85,56,0.3023
8640,3009023016,1,85,56,-0.089
8641,3201596730,1,80,56,0.3784
8642,6080205010,1,86,56,0.316
8643,6080305010,1,86,56,0.3229
8644,6502086135,1,86,56,0.2857
8645,3001070617,1,80,45,0.326
8646,3001071101,1,80,45,0.0557
8647,3001083117,1,80,45,0.3196
8648,3002070617,1,80,45,0.4174
8649,3002081118,1,80,45,0.2769
8650,3002083117,1,80,45,0.3898
8651,3003070617,1,80,45,0.4106
8652,3003081118,1,80,45,0.2691
8653,3003083117,1,80,45,0.3835
8654,3051070017,1,80,45,0.2106
8655,3052070017,1,80,45,0.2594
8656,3053070017,1,80,45,0.2497
8657,14010078508,1,85,56,0.2629
8658,14010178502,1,85,56,0.2276
8659,3209703030,1,85,60,66666667,0.2681
8660,6003046313,1,86,60,66666667,0.4383
8661,6080205010,1,86,60,66666667,0.391
8662,6080207510,1,86,60,66666667,0.3989
8663,6080303510,1,86,60,66666667,0.3969
8664,3001052901,1,80,60,0.152
8665,3001071101,1,80,60,0.0577
8666,3002081118,1,80,60,0.2701
8667,3003081118,1,80,60,0.2622
8668,3009023107,1,85,60,0.0524
8669,6080205010,1,86,60,0.1618
8670,6080303510,1,86,60,0.1598
8671,6080305010,1,86,60,0.168
8672,3001052018,1,80,56,0.2146
8673,3001071101,1,80,56,0.2186
8674,3003081118,1,80,56,0.3442
8675,3009023016,1,85,56,0.1665
8676,6080203510,1,86,56,0.3871
8677,6080205010,1,86,56,0.3849
8678,6080207510,1,86,56,0.3929
8679,6080303510,1,86,56,0.3904
8680,6080305010,1,86,56,0.3908
8681,6080307510,1,86,56,0.4004
8682,3001071101,1,80,56,0.2138
8683,3001075017,1,80,56,0.328
8684,3003081118,1,80,56,0.2974
8685,3005006801,1,80,56,0.32
8686,3009023016,1,85,56,-0.0127
8687,6508086110,1,86,56,0.1212
8688,3001071101,1,80,56,0.0724
8689,3002081118,1,80,56,0.1801
8690,3003081118,1,80,56,0.1713
8691,3005009635,1,80,56,0.1619
8692,3005018001,1,80,56,0.1201
8693,3009010812,1,85,56,0.0733
8694,3009011012,1,85,56,0.0566
8695,3201596730,1,80,56,0.2219
8696,3209708230,1,85,56,0.2918
8697,3505030130,1,80,56,0.1866
8698,6023004009,1,86,56,0.0191
8699,6023205005,1,86,56,-0.0069
8700,6065004130,1,86,56,0.0577
8701,6065004230,1,86,56,0.0268
8702,6065004330,1,86,56,0.062
8703,6080015002,1,86,56,0.1553
8704,6030003084,0,86,56,1
8705,6035000613,0,86,56,1
8706,3001071101,1,80,75,0.0823
8707,3001071515,1,80,75,0.3383
8708,3003081118,1,80,75,0.2934
8709,3021094001,1,80,75,0.121
8710,3001070615,1,80,28,0.3321
8711,3001070617,1,80,28,0.3568
8712,3001071101,1,80,28,0.1742
8713,3001071157,1,80,28,0.2799
8714,3001072815,1,80,28,0.3554
8715,3002070615,1,80,28,0.397
8716,3002070617,1,80,28,0.4316
8717,3002080390,1,80,28,0.2514
8718,3002081118,1,80,28,0.2769
8719,3002081157,1,80,28,0.2541
8720,3002083217,1,80,28,0.3403
8721,3003070615,1,80,28,0.3894
8722,3003070617,1,80,28,0.425
8723,3003080390,1,80,28,0.2485
8724,3003081118,1,80,28,0.2691
8725,3003081157,1,80,28,0.24
8726,3003083217,1,80,28,0.3319
8727,3009023107,1,85,28,0.2308
8728,3021094001,1,80,28,0.2272
8729,3022064092,1,80,28,0.3512
8730,3023064092,1,80,28,0.2906
8731,3001070615,1,80,28,0.3321
8732,3001070617,1,80,28,0.3568
8733,3001071157,1,80,28,0.2798
8734,3001072817,1,80,28,0.3868
8735,3001083217,1,80,28,0.328
8736,3002081118,1,80,28,0.2769
8737,3002081157,1,80,28,0.2541
8738,3003070615,1,80,28,0.3894
8739,3003081118,1,80,28,0.2691
8740,3021094092,1,80,28,0.3136
8741,3022064092,1,80,28,0.3512
8742,14020030232,1,85,28,0.2154
8743,3001071101,1,80,28,0.1742
8744,3001071157,1,80,28,0.2799
8745,3002081118,1,80,28,0.2769
8746,3002081157,1,80,28,0.2541
8747,3003081157,1,80,28,0.24
8748,3022064092,1,80,28,0.3512
8749,3002081157,1,80,30,0.12
8750,3003081157,1,80,30,0.1033
8751,3021094001,1,80,30,0.0882
8752,3021094092,1,80,30,0.1902
8753,3022064001,1,80,30,0.2387
8754,3022064092,1,80,30,0.2344
8755,3023064001,1,80,30,0.2221
8756,6065004030,1,86,30,-0.027
8757,6065004230,1,86,30,0.0422
8758,6165001230,0,81,30,1
8759,3001071157,1,80,42,0.3535
8760,3002081157,1,80,42,0.3299
8761,3003081157,1,80,42,0.3172
8762,6080203510,1,86,42,0.3393
8763,6080205010,1,86,42,0.3369
8764,6080303510,1,86,42,0.3429
8765,3009035505,1,85,60,0.3924
8766,3009035508,1,85,60,0.5385
8767,3009036007,1,85,60,0.3384
8768,3001070615,1,80,56,0.4342
8769,3001075015,1,80,56,0.4326
8770,3001077615,1,80,56,0.3509
8771,3001077715,1,80,56,0.3573
8772,3001079515,1,80,56,0.4135
8773,3001083115,1,80,56,0.4168
8774,3001070615,1,80,60,0.3321
8775,3001080390,1,80,60,0.2557
8776,3001083215,1,80,60,0.3213
8777,3002070615,1,80,60,0.397
8778,3002083215,1,80,60,0.336
8779,3003070615,1,80,60,0.3894
8780,3003083215,1,80,60,0.3265
8781,3021094092,1,80,60,0.3136
8782,3022064092,1,80,60,0.3511
8783,3023064092,1,80,60,0.2906
8784,3001052018,1,80,28,0.2814
8785,3001052901,1,80,28,0.247
8786,3002081118,1,80,28,0.2769
8787,3002083217,1,80,28,0.3402
8788,3021094092,1,80,28,0.3136
8789,3022064092,1,80,28,0.3511
8790,6065004130,1,86,28,0.115
8791,6065004230,1,86,28,0.0863
8792,14020030232,1,85,28,0.2154
8793,3001070617,1,80,28,0.3568
8794,3001072815,1,80,28,0.3554
8795,3001072817,1,80,28,0.3868
8796,3003070615,1,80,28,0.3894
8797,3003070617,1,80,28,0.425
8798,3009023107,1,85,28,0.2308
8799,3022064092,1,80,28,0.3512
8800,14020030232,1,85,28,0.2154
8801,3001071101,1,80,56,0.0257
8802,3001071157,1,80,56,0.1718
8803,3009023016,1,85,56,-0.0502
8804,3909011012,1,80,56,0.1749
8805,3001052018,1,80,63,0.1264
8806,3001071101,1,80,63,0.0872
8807,3009023016,1,85,63,-0.0449
8808,3205012991,0,80,63,1
8809,3205022891,0,80,63,1
8810,3001073415,1,80,49,0.2965
8811,3001077717,1,80,49,0.189
8812,3001077817,1,80,49,0.3135
8813,3001078915,1,80,49,0.3237
8814,3002078915,1,80,49,0.4774
8815,3021094092,1,80,49,0.2519
8816,3022064092,1,80,49,0.2863
8817,3002081118,1,80,56,0.2427
8818,3003081118,1,80,56,0.2345
8819,3005006801,1,80,56,0.2806
8820,3005006804,1,80,56,0.2428
8821,3009023107,1,85,56,0.2358
8822,6080203510,1,86,56,0.3447
8823,6080205010,1,86,56,0.3422
8824,6080303510,1,86,56,0.3481
8825,6080305010,1,86,56,0.3486
8826,3005018001,0,80,56,1
8827,3001070015,1,80,75,0.2946
8828,3021094001,1,80,75,0.1484
8829,3022064001,1,80,75,0.3644
8830,3023064001,1,80,75,0.3505
8831,3001070615,1,80,45,0.3321
8832,3001070617,1,80,45,0.3568
8833,3001071157,1,80,45,0.2798
8834,3001080390,1,80,45,0.2557
8835,3002070615,1,80,45,0.397
8836,3002070617,1,80,45,0.4316
8837,3002080390,1,80,45,0.2514
8838,3002081157,1,80,45,0.2541
8839,3003070615,1,80,45,0.3894
8840,3003070617,1,80,45,0.425
8841,3003080390,1,80,45,0.2485
8842,3003081157,1,80,45,0.24
8843,3009023107,1,85,45,0.2308
8844,3021094001,1,80,45,0.2272
8845,3021094092,1,80,45,0.3136
8846,3022064001,1,80,45,0.3547
8847,3022064092,1,80,45,0.3512
8848,3023064001,1,80,45,0.3406
8849,3023064092,1,80,45,0.2906
8850,3001055018,1,80,67,5,0.4422
8851,3001070017,1,80,67,5,0.4474
8852,3001071101,1,80,67,5,0.343
8853,3001075017,1,80,67,5,0.4759
8854,3003070617,1,80,67,5,0.558
8855,3003075017,1,80,67,5,0.5078
8856,3009034401,1,80,67,5,0.1882
8857,3011073134,1,80,67,5,0.4653
8858,3013073134,1,80,67,5,0.4558
8859,3021094092,1,80,67,5,0.4665
8860,3023064092,1,80,67,5,0.4572
8861,3053070017,1,80,67,5,0.4374
8862,3001052018,1,80,49,0.1476
8863,3001052901,1,80,49,0.1063
8864,3001055018,1,80,49,0.183
8865,3002081157,1,80,49,0.1168
8866,3003081018,1,80,49,0.2232
8867,3003081157,1,80,49,0.1001
8868,3005018001,1,80,49,0.1678
8869,3009023016,1,85,49,-0.0995
8870,3209703030,1,85,49,0.0278
8871,3302081018,1,80,49,0.2251
8872,6080203510,1,86,49,0.2507
8873,6080205010,1,86,49,0.248
8874,6080207510,1,86,49,0.2569
8875,6080303510,1,86,49,0.2549
8876,6080305010,1,86,49,0.2538
8877,6080310010,1,86,49,0.2823
8878,14020030232,1,85,49,0.2374
8879,3009038016,0,85,49,1
8880,3009008690,0,85,42,0.2447
8881,3001030817,1,80,42,0.3697
8882,3001031417,1,80,42,0.355
8883,3001052901,1,80,42,0.2577
8884,3001091191,1,80,42,0.3361
8885,3009008590,1,85,42,0.2453
8886,3905009635,1,80,42,0.3305
8887,3905009891,1,80,42,0.3582
8888,3905010191,1,80,42,0.205
8889,3905018001,1,80,42,0.3394
8890,3905022192,1,80,42,0.2396
8891,3909015071,1,80,42,0.3026
8892,3909015078,1,80,42,0.3027
8893,3909017590,1,80,42,0.3342
8894,14060011291,1,80,42,0.597
8895,3001070615,1,80,56,0.4342
8896,3001070617,1,80,56,0.4262
8897,3001071101,1,80,56,0.2213
8898,3001071115,1,80,56,0.3585
8899,3001075015,1,80,56,0.4326
8900,3001077717,1,80,56,0.3513
8901,3001078415,1,80,56,0.4222
8902,3001078715,1,80,56,0.4578
8903,3001079515,1,80,56,0.4135
8904,3001079517,1,80,56,0.4598
8905,3002081118,1,80,56,0.318
8906,3003081118,1,80,56,0.3106
8907,3005009635,1,80,56,0.3281
8908,3009023016,1,85,56,-0.0093
8909,3009034201,1,85,56,0.3986
8910,3905015101,1,80,56,0.3364
8911,3905015115,1,80,56,0.3101
8912,3001070617,1,80,56,0.4262
8913,3001071101,1,80,56,0.2213
8914,3003070617,1,80,56,0.4871
8915,3005009635,1,80,56,0.3281
8916,3001070615,1,80,56,0.4342
8917,3001071101,1,80,56,0.2213
8918,3001071115,1,80,56,0.3585
8919,3001075015,1,80,56,0.4326
8920,3001078415,1,80,56,0.4222
8921,3001079515,1,80,56,0.4135
8922,3002081115,1,80,56,0.3672
8923,3002081118,1,80,56,0.318
8924,3003081118,1,80,56,0.3106
8925,3009034201,1,85,56,0.3986
8926,3905015101,1,80,56,0.3364
8927,3905015115,1,80,56,0.31
8928,3043084017,1,80,60,0.4213
8929,3141084017,1,80,60,0.3697
8930,3001071101,1,80,63,0.1231
8931,3002081118,1,80,63,0.2862
8932,3003081118,1,80,63,0.2788
8933,3009000870,1,85,63,-0.5332
8934,3009000970,1,85,63,-0.8014
8935,6508342130,1,86,63,0.4669
8936,3209705730,1,85,0,0.5524
8937,3001052018,1,80,56,0.1121
8938,3009034401,1,80,56,-0.2282
8939,3009035508,1,85,56,0.4416
8940,3201590492,1,80,56,0.3649
8941,6030003083,1,86,56,0.264
8942,6702002513,1,81,56,0.4333
8943,6030003084,0,86,56,1
8944,3001071101,1,80,56,0.1479
8945,3001052018,1,80,49,0.3381
8946,3009023107,1,85,49,0.299
8947,3009023507,1,85,49,0.2813
8948,3001071157,1,80,56,0.2937
8949,3022064001,1,80,56,0.3473
8950,3023064001,1,80,56,0.3331
8951,3089005013,1,85,49,0.2479
8952,3089105013,1,85,49,0.2481
8953,6080203510,1,86,49,0.396
8954,6080205010,1,86,49,0.3938
8955,6080303510,1,86,49,0.3992
8956,6080305010,1,86,49,0.3996
8957,6080307510,1,86,49,0.4091
8958,3001052005,1,80,42,0.3238
8959,3001071115,1,80,42,0.2992
8960,3001083115,1,80,42,0.379
8961,3001083117,1,80,42,0.3625
8962,3003081118,1,80,42,0.3153
8963,3009023107,1,85,42,0.155
8964,3009023507,1,85,42,0.1064
8965,3021094092,1,80,42,0.3433
8966,3209703030,1,85,42,0.1247
8967,6080305010,1,86,42,-672.523
8968,6080307510,1,86,42,0.3718
8969,3002070015,0,80,42,0.3103
8970,3002077317,0,80,42,0.3767
8971,3002081157,0,80,42,0.2353
8972,3005030880,0,80,42,0.2145
8973,3905003313,0,80,42,0.0766
8974,3905006613,0,80,42,0.0252
8975,3905007213,0,80,42,0.1997
8976,3905012613,0,80,42,0.0153
8977,3001052018,1,80,42,0.1269
8978,3001052901,1,80,42,0.2111
8979,3001070015,1,80,42,0.2576
8980,3001070017,1,80,42,0.3332
8981,3001070617,1,80,42,0.3659
8982,3001071101,1,80,42,0.1044
8983,3001071157,1,80,42,0.2904
8984,3001077317,1,80,42,0.3472
8985,3002070017,1,80,42,0.3722
8986,3002070617,1,80,42,0.4399
8987,3002081118,1,80,42,0.2531
8988,3003070015,1,80,42,0.3012
8989,3003070017,1,80,42,0.3641
8990,3003070617,1,80,42,0.4333
8991,3003077317,1,80,42,0.3687
8992,3003081118,1,80,42,0.245
8993,3003081157,1,80,42,0.2208
8994,3005002511,1,85,42,0.3896
8995,3005012213,1,80,42,-0.009
8996,3005022192,1,80,42,0.5974
8997,3009023107,1,85,42,0.0718
8998,3021094092,1,80,42,0.2982
8999,3022064092,1,80,42,0.3379
9000,3023064092,1,80,42,0.2761
9001,3905015001,1,80,42,0.0701
9002,3905015015,1,80,42,0.1781
9003,6035000613,1,86,42,0.3417
9004,6065004130,1,86,42,0.1943
9005,6065004230,1,86,42,0.1682
9006,6065004330,1,86,42,0.1477
9007,6080205010,1,86,42,0.3158
9008,6080305010,1,86,42,0.3224
9009,3905003213,0,80,42,-0.0309
9010,3001075015,1,80,56,0.3351
9011,3001079515,1,80,56,0.3395
9012,3002081118,1,80,56,0.3049
9013,3003053418,1,80,56,0.3207
9014,3009023016,1,85,56,-0.0127
9015,3209703030,1,85,56,0.1013
9016,6080203510,1,86,56,0.2387
9017,6080205010,1,86,56,0.237
9018,6080303510,1,86,56,0.2446
9019,6080305010,1,86,56,0.2436
9020,6080307510,1,86,56,0.2554
9021,3001070715,1,80,30,0.3232
9022,3001071101,1,80,30,0.2509
9023,3001071115,1,80,30,0.3182
9024,3001071615,1,80,30,0.3301
9025,3001073617,1,80,30,0.4122
9026,3001073915,1,80,30,0.4152
9027,3001075015,1,80,30,0.4499
9028,3001078415,1,80,30,0.4396
9029,3001079515,1,80,30,0.4313
9030,3001083115,1,80,30,0.4344
9031,3003081118,1,80,30,0.4252
9032,3009023107,1,85,49,0.1381
9033,3009023016,1,85,56,0.0665
9034,6003045013,1,86,0,0.3205
9035,6003045113,1,86,0,0.3177
9036,6003045213,1,86,0,0.3185
9037,6003045413,1,86,0,0.3181
9038,6003045513,1,86,0,0.218
9039,6022004510,1,86,0,0.2474
9040,6022004610,1,86,0,0.2474
9041,6023200609,1,86,0,0.1979
9042,6023208009,1,86,0,0.2546
9043,6080205010,1,86,0,0.3125
9044,6080305010,1,86,0,0.3192
9045,6164000530,0,81,0,1
9046,3002070015,0,80,49,0.3832
9047,3002075015,0,80,49,0.4719
9048,3002079515,0,80,49,0.4058
9049,3002081157,0,80,49,0.3033
9050,3141084017,0,80,49,0.3326
9051,3001052018,1,80,49,0.1839
9052,3001070015,1,80,49,0.3752
9053,3001070017,1,80,49,0.3929
9054,3001070217,1,80,49,0.3956
9055,3001071101,1,80,49,0.1903
9056,3001075015,1,80,49,0.4472
9057,3001077617,1,80,49,0.3367
9058,3001079517,1,80,49,0.4737
9059,3002070017,1,80,49,0.428
9060,3002070615,1,80,49,0.4259
9061,3002081118,1,80,49,0.3411
9062,3003070015,1,80,49,0.375
9063,3003070017,1,80,49,0.4207
9064,3003081118,1,80,49,0.3339
9065,3003081157,1,80,49,0.2902
9066,3009001501,1,85,49,0.3347
9067,3009023107,1,85,49,0.2265
9068,3009034201,1,85,49,0.2996
9069,3141084217,1,80,49,0.3338
9070,6080205010,1,86,49,0.3938
9071,6080303510,1,86,49,0.3992
9072,6080305010,1,86,49,0.3996
9073,3001071101,1,80,37,5,0.0959
9074,3001083715,1,80,37,5,0.1447
9075,3002081118,1,80,37,5,0.1928
9076,3002083715,1,80,37,5,0.1117
9077,3003081118,1,80,37,5,0.1841
9078,3003083715,1,80,37,5,0.1034
9079,3011073234,1,80,37,5,0.2531
9080,3051070217,1,80,37,5,0.1567
9081,3001071157,0,80,37,5,1
9082,3002081157,0,80,37,5,1
9083,3003081157,0,80,37,5,1
9084,3001052018,1,80,75,0.3325
9085,3001071101,1,80,75,0.2446
9086,3009023107,1,85,75,0.293
9087,5001508031,1,80,75,0.4919
9088,5001509031,1,80,75,0.4919
9089,5001510031,1,80,75,0.4919
9090,5121002011,1,80,75,0.166
9091,5121002031,1,80,75,0.4131
9092,5121002531,1,80,75,0.4131
9093,5121003211,1,80,75,0.166
9094,5121003231,1,80,75,0.4131
9095,5121004031,1,80,75,0.4204
9096,5121005011,1,80,75,0.1651
9097,5121005031,1,80,75,0.3559
9098,5121006311,1,80,75,0.1651
9099,5121007011,1,80,75,0.6074
9100,5121007031,1,80,75,0.6665
9101,6080203510,1,86,75,0.4061
9102,6080205010,1,86,75,0.4039
9103,6080207510,1,86,75,0.4118
9104,6080303510,1,86,75,0.4093
9105,6080305010,1,86,75,0.4405
9106,6080307510,1,86,75,0.4189
9107,3005042033,0,80,45,-0.4603
9108,3005042533,1,80,45,-0.284
9109,3005043033,1,80,45,-0.2091
9110,3005043533,1,80,45,-0.039
9111,3005044033,1,80,45,-0.002
9112,3005044533,1,80,45,0.0299
9113,3001071101,1,80,56,0.2509
9114,3002081118,1,80,56,0.3637
9115,3209708030,1,85,56,0.2528
9116,3001052901,1,80,45,0.2766
9117,3001071101,1,80,45,0.279
9118,3002081118,1,80,45,0.3626
9119,3003081118,1,80,45,0.3557
9120,3009023107,1,85,45,0.1803
9121,3001052018,1,80,49,0.1724
9122,3001071101,1,80,49,0.1519
9123,3002081118,1,80,49,0.3411
9124,3003081118,1,80,49,0.3339
9125,3009023107,1,85,49,0.2252
9126,3011073934,1,80,49,0.3043
9127,3001070017,1,80,0,0.2632
9128,3001071101,1,80,0,0.0889
9129,3001071157,1,80,0,0.2619
9130,3001075015,1,80,0,0.3086
9131,3003070017,1,80,0,0.2974
9132,3003075015,1,80,0,0.3577
9133,3003081118,1,80,0,0.2243
9134,3003081157,1,80,0,0.2208
9135,3009015071,1,85,0,0.2517
9136,3009015078,1,85,0,0.2515
9137,3001070017,1,80,0,0.2632
9138,3001071101,1,80,0,0.0889
9139,3001071157,1,80,0,0.2619
9140,3001075015,1,80,0,0.3086
9141,3003070017,1,80,0,0.2974
9142,3003075015,1,80,0,0.3577
9143,3003081118,1,80,0,0.2243
9144,3003081157,1,80,0,0.2208
9145,3009015071,1,85,0,0.2517
9146,3009015078,1,85,0,0.2515
9147,3001070017,1,80,0,0.2632
9148,3001071101,1,80,0,0.0889
9149,3001071115,1,80,0,0.1477
9150,3001075015,1,80,0,0.3086
9151,3003070017,1,80,0,0.2974
9152,3003075015,1,80,0,0.3577
9153,3003081118,1,80,0,0.2243
9154,3003081157,1,80,0,0.2208
9155,3009015071,1,85,0,0.2517
9156,3009015078,1,85,0,0.2515
9157,3001052018,1,80,42,0.2906
9158,3009023107,1,85,42,0.2487
9159,3209703030,1,85,42,0.2449
9160,6035000613,1,86,42,0.3402
9161,6080205010,1,86,42,0.333
9162,6080305010,1,86,42,0.339
9163,6508086110,1,86,42,0.2476
9164,3001073617,1,80,56,0.4006
9165,3001078215,1,80,56,0.5126
9166,3001078217,1,80,56,0.4224
9167,3001083415,1,80,56,0.413
9168,3001083417,1,80,56,0.4477
9169,3003081118,1,80,56,0.3442
9170,6080207510,1,86,56,0.3929
9171,6080307510,1,86,56,0.4004
9172,3009009601,1,85,56,0.2341
9173,3001071101,1,80,53,2,0.1163
9174,3002081118,1,80,53,2,0.2263
9175,3003081118,1,80,53,2,0.218
9176,6003045313,1,86,53,2,0.3128
9177,6003045413,1,86,53,2,0.3126
9178,6003045513,1,86,53,2,0.2118
9179,6003046013,1,86,53,2,0.326
9180,6003046113,1,86,53,2,0.3375
9181,6003046213,1,86,53,2,0.3382
9182,6003046313,1,86,53,2,0.3543
9183,6003046413,1,86,53,2,0.3482
9184,6003046513,1,86,53,2,0.3233
9185,6035000613,1,86,53,2,0.31
9186,6080203510,1,86,53,2,0.3096
9187,6080205010,1,86,53,2,0.307
9188,6080303510,1,86,53,2,0.3133
9189,6080305010,1,86,53,2,0.3137
9190,6164000530,0,81,53,2,1
9191,3001052018,1,80,56,0.3174
9192,3001055018,1,80,56,0.3454
9193,3001071101,1,80,56,0.2734
9194,3209703030,1,85,56,0.2736
9195,3209708030,1,85,56,0.2751
9196,3001052018,1,80,56,0.2439
9197,3001072615,1,80,56,0.3601
9198,3001072617,1,80,56,0.3816
9199,3001075015,1,80,56,0.3521
9200,3002081118,1,80,56,0.295
9201,3009023016,1,85,56,0.0213
9202,3009023107,1,85,56,0.1693
9203,3012073034,1,80,56,0.3914
9204,3011073834,0,80,56,1
9205,3051040505,0,80,56,1
9206,3001071101,1,80,28,0.0813
9207,3003081118,1,80,28,0.1867
9208,3005003313,0,80,28,1
9209,3009023107,1,85,75,0.2265
9210,3001071157,1,80,70,0.1985
9211,3002070217,1,80,70,0.1586
9212,3009023016,1,85,70,0.0214
9213,3021094092,1,80,70,0.1893
9214,6080303510,1,86,70,0.193
9215,3005018001,0,80,70,1
9216,3001051617,1,80,70,0.1001
9217,3001052018,1,80,70,0.1738
9218,3001071101,1,80,70,0.0953
9219,6080307510,1,86,70,0.2044
9220,3001052018,1,80,35,0.17
9221,3001055018,1,80,35,0.2038
9222,3001070617,1,80,35,0.3022
9223,3001071101,1,80,35,0.1428
9224,3001079515,1,80,35,0.2868
9225,3002081118,1,80,35,0.2489
9226,3003070617,1,80,35,0.3821
9227,3003075015,1,80,35,0.3332
9228,3003079515,1,80,35,0.2918
9229,3009034201,1,85,35,0.2692
9230,3301075015,0,80,35,1
9231,3001052018,1,80,56,0.2693
9232,3001071101,1,80,56,0.2734
9233,6080305010,1,86,56,0.4663
9234,3001052018,1,80,35,0.1839
9235,3001070015,1,80,35,0.3751
9236,3001070017,1,80,35,0.3929
9237,3001070615,1,80,35,0.4487
9238,3001070617,1,80,35,0.4408
9239,3001071101,1,80,35,0.1903
9240,3001071157,1,80,35,0.2436
9241,3001075017,1,80,35,0.4184
9242,3001075915,1,80,35,0.4382
9243,3001075917,1,80,35,0.4425
9244,3001083717,1,80,35,0.3643
9245,3002070015,1,80,35,0.3832
9246,3002070017,1,80,35,0.4281
9247,3002070615,1,80,35,0.4761
9248,3002070617,1,80,35,0.5059
9249,3002075017,1,80,35,0.4591
9250,3002075915,1,80,35,0.4725
9251,3002075917,1,80,35,0.495
9252,3002081118,1,80,35,0.341
9253,3002081157,1,80,35,0.3159
9254,3003070017,1,80,35,0.4207
9255,3003070615,1,80,35,0.4694
9256,3003075017,1,80,35,0.4538
9257,3003075915,1,80,35,0.4653
9258,3003081118,1,80,35,0.334
9259,3003081157,1,80,35,0.303
9260,3009023016,1,85,35,0.0651
9261,3001071101,1,80,42,0.1008
9262,3001071157,1,80,42,0.3166
9263,3001075017,1,80,42,0.3405
9264,3002081118,1,80,42,0.296
9265,3003081118,1,80,42,0.2884
9266,3009032191,1,85,42,0.1834
9267,3009032291,1,85,42,0.1999
9268,3009032491,1,85,42,0.1768
9269,3009032791,1,85,42,0.1947
9270,3009032991,1,85,42,0.1856
9271,3009034201,1,85,42,0.275
9272,3009034501,1,80,42,0.1444
9273,3001071101,1,80,70,0.2213
9274,3002081118,1,80,70,0.318
9275,3209703030,1,85,70,0.2211
9276,6080303510,1,86,70,0.3511
9277,6080305010,1,86,70,0.3516
9278,3001052018,1,80,49,0.1839
9279,3001071101,1,80,49,0.1903
9280,3002081118,1,80,49,0.341
9281,3003081118,1,80,49,0.3339
9282,3502701635,1,80,49,0.5663
9283,6145000334,1,86,49,0.3109
9284,6508086110,1,86,49,0.3152
9285,6508286110,1,86,49,0.3076
9286,3001052018,1,80,49,0.1839
9287,3001052701,1,80,49,0.3058
9288,3001071101,1,80,49,0.1903
9289,3001071157,1,80,49,0.2654
9290,3003081118,1,80,49,0.3339
9291,3009023107,1,85,49,0.2265
9292,6080205010,1,86,49,0.3938
9293,6080303510,1,86,49,0.3992
9294,6080305010,1,86,49,0.3996
9295,6177002130,1,86,49,0.1105
9296,6177002230,1,86,49,0.1162
9297,6508086110,1,86,49,0.3152
9298,6508286110,1,86,49,0.3076
9299,3001070217,1,80,49,0.3797
9300,3001071101,1,80,49,0.2509
9301,3003081118,1,80,49,0.3371
9302,3009023016,1,85,49,0.1826
9303,3209703030,1,85,49,0.2949
9304,6003046013,1,86,49,0.3951
9305,6003046113,1,86,49,0.4054
9306,6003046213,1,86,49,0.4061
9307,6003046313,1,86,49,0.4205
9308,6035000613,1,86,49,0.3807
9309,6040000113,1,81,49,0.4946
9310,6145000334,1,86,49,0.293
9311,3001071101,1,80,35,0.0813
9312,3003081118,1,80,35,0.1867
9313,3005012213,1,80,35,0.1465
9314,3009001501,1,85,35,0.2092
9315,3009010812,1,85,35,0.1975
9316,3209703030,1,85,35,0.1835
9317,6003046113,1,86,35,0.3114
9318,6003046213,1,86,35,0.312
9319,6023212009,1,86,35,0.2192
9320,3905012313,0,80,35,1
9321,3001070015,1,80,56,0.3793
