Obs,Cod_Item,Situacao_Item_Pedido,CodGrupoEstoque,Condicao_Pagamento,% Margem F brica Ped
5377,3301080590,1,80,45,0.3429
5378,6044015830,1,81,45,0.37
5379,6065004030,1,86,45,0.3149
5380,6065004130,1,86,45,0.3354
5381,6065004230,1,86,45,0.3139
5382,6080305010,1,86,45,0.4249
5383,6502786101,1,86,45,0.454
5384,6506986110,1,86,45,0.4259
5385,3005005101,0,80,45,1
5386,5121002011,1,80,60,0.3568
5387,6080203510,1,86,60,0.4191
5388,6080205010,1,86,60,0.417
5389,6080207510,1,86,60,0.4246
5390,6080303510,1,86,60,0.4221
5391,6080305010,1,86,60,0.4225
5392,3001052901,1,80,49,0.2377
5393,3001070615,1,80,49,0.3801
5394,3001071101,1,80,49,0.1482
5395,3001071157,1,80,49,0.1364
5396,3002081118,1,80,49,0.2944
5397,3002081157,1,80,49,0.2574
5398,3009023016,1,85,49,-0.0161
5399,3001090191,1,85,60,0.3801
5400,3009005990,1,85,60,0.2794
5401,14020030232,1,85,60,0.303
5402,3001052018,1,80,90,0.2042
5403,3001071101,1,80,90,0.0719
5404,3001078317,1,80,90,0.2307
5405,3002088317,1,80,90,0.3405
5406,3003081118,1,80,90,0.2458
5407,3003088317,1,80,90,0.3336
5408,3005006801,1,80,90,0.2818
5409,3005018001,1,80,90,0.2143
5410,3009017590,1,85,90,0.333
5411,3009018007,1,85,90,0.1827
5412,3009023507,1,85,90,0.1318
5413,3009034201,1,85,90,0.1714
5414,3201725030,1,80,90,0.0778
5415,3209703030,1,85,90,0.1293
5416,3209703930,1,80,90,0.1695
5417,6022004510,1,86,90,0.2638
5418,6022004610,1,86,90,0.2638
5419,6080203510,1,86,90,0.2694
5420,6080205010,1,86,90,0.239
5421,6080207510,1,86,90,0.2734
5422,6080303510,1,86,90,0.2699
5423,6080305010,1,86,90,0.2358
5424,6080307510,1,86,90,0.2815
5425,6508086110,1,86,90,0.236
5426,6508286110,1,86,90,0.2275
5427,14010001000,1,80,90,0.2089
5428,14020030232,1,85,90,0.1922
5429,14020070630,1,85,90,0.1261
5430,3089005013,1,85,90,-0.0028
5431,3089007513,1,85,90,-0.0017
5432,3089010013,1,85,90,0.1857
5433,3089105013,1,85,90,-0.0016
5434,3089107513,1,85,90,-0.0046
5435,3089110013,1,85,90,0.1713
5436,6080045010,1,86,90,0.171
5437,6080047510,1,86,90,0.1709
5438,6080055010,1,86,90,0.1709
5439,6080057510,1,86,90,0.171
5440,3001052018,1,80,49,0.1918
5441,3001052701,1,80,49,0.106
5442,3001052901,1,80,49,0.2377
5443,3001070015,1,80,49,0.2978
5444,3001070017,1,80,49,0.3689
5445,3001071101,1,80,49,0.1482
5446,3001071157,1,80,49,0.1364
5447,3001073615,1,80,49,0.4467
5448,3001075015,1,80,49,0.3742
5449,3002081118,1,80,49,0.2944
5450,3002081318,1,80,49,0.2912
5451,3011073234,1,80,49,0.3756
5452,3011073934,1,80,49,0.3522
5453,3001070615,1,80,56,0.2734
5454,3001070617,1,80,56,0.3377
5455,3001071517,1,80,56,0.2912
5456,3001073415,1,80,56,0.3388
5457,3001073417,1,80,56,0.3347
5458,3001075015,1,80,56,0.2667
5459,3001075017,1,80,56,0.2919
5460,3001076617,1,80,56,0.2842
5461,3001078915,1,80,56,0.329
5462,3001078917,1,80,56,0.3664
5463,3001086017,1,80,56,0.3193
5464,3001086317,1,80,56,0.3378
5465,3009023107,1,85,56,0.0956
5466,3209703030,1,85,56,0.2868
5467,3001071101,1,80,45,0.0719
5468,3001075717,1,80,45,0.2005
5469,3003075717,1,80,45,0.2258
5470,3003081118,1,80,45,0.2458
5471,3089107513,1,85,45,-0.0013
5472,3001071101,1,80,60,0.205
5473,3001083015,1,80,60,0.2712
5474,3001083017,1,80,60,0.3461
5475,3003083017,1,80,60,0.3534
5476,3001071101,1,80,60,66666667,0.205
5477,3001075015,1,80,60,66666667,0.3578
5478,3001083715,1,80,60,66666667,0.3083
5479,3002075015,1,80,60,66666667,0.4196
5480,3002081118,1,80,60,66666667,0.2701
5481,3002083715,1,80,60,66666667,0.2975
5482,3003081118,1,80,60,66666667,0.2633
5483,3011073034,1,80,60,66666667,0.3627
5484,3012073034,1,80,60,66666667,0.427
5485,3201725030,1,80,60,66666667,0.2156
5486,3001075017,1,80,60,66666667,0.38
5487,3001079517,1,80,60,66666667,0.4446
5488,3003075015,1,80,60,66666667,0.4128
5489,3005009635,1,80,60,66666667,0.3144
5490,3022064001,1,80,60,0.284
5491,6080205010,1,86,56,0.3872
5492,6080210010,1,86,56,0.3761
5493,6080303510,1,86,56,0.3927
5494,6080305010,1,86,56,0.3931
5495,6080307510,1,86,56,0.4026
5496,6080310010,1,86,56,0.379
5497,14020053032,1,85,56,0.2997
5498,3001071101,1,80,56,0.197
5499,3001071157,1,80,56,0.2366
5500,3009000370,1,85,56,-0.0359
5501,3141084017,1,80,56,0.3402
5502,3141184717,1,80,56,0.3319
5503,3001052018,1,80,56,0.0673
5504,3001071101,1,80,56,0.0527
5505,3001071157,1,80,56,0.0994
5506,6080203510,1,86,56,0.3599
5507,6080205010,1,86,56,0.3575
5508,6080207510,1,86,56,0.366
5509,6080303510,1,86,56,0.3634
5510,6080305010,1,86,56,0.3637
5511,6080307510,1,86,56,0.3738
5512,3009034401,0,80,56,1
5513,3001052018,1,80,56,0.1334
5514,3001052701,1,80,56,0.1105
5515,3001071101,1,80,56,0.1251
5516,3009023107,1,85,56,0.1905
5517,3009034401,1,80,56,0.0533
5518,3201596730,1,80,56,0.3354
5519,3209703030,1,85,56,0.1861
5520,6080205010,1,86,56,0.3415
5521,6080305010,1,86,56,0.3478
5522,6145000428,1,81,56,0.3003
5523,3001071101,1,80,63,0.1062
5524,3001083015,1,80,63,0.2714
5525,3001083017,1,80,63,0.3258
5526,3002081118,1,80,63,0.2701
5527,3002083015,1,80,63,0.3011
5528,3002083017,1,80,63,0.3414
5529,3003081118,1,80,63,0.2633
5530,3209703030,1,85,63,0.1535
5531,3001052018,1,80,55,0.1967
5532,3001070615,1,80,55,0.3563
5533,3001070617,1,80,55,0.4296
5534,3001071101,1,80,55,0.1751
5535,3001071157,1,80,55,0.2619
5536,3001075015,1,80,55,0.3507
5537,3001075017,1,80,55,0.3888
5538,3001078415,1,80,55,0.3641
5539,3002081118,1,80,55,0.329
5540,3002081157,1,80,55,0.2877
5541,3003081118,1,80,55,0.322
5542,3003081157,1,80,55,0.2738
5543,3009023016,1,85,55,0.1473
5544,3021094092,1,80,55,0.2997
5545,3022064092,1,80,55,0.4151
5546,3089005013,1,85,55,0.4133
5547,3089105013,1,85,55,0.4143
5548,3209703030,1,85,55,0.2963
5549,6080203510,1,86,55,0.4163
5550,6080303510,1,86,55,0.4193
5551,6080305010,1,86,55,0.4197
5552,14020030232,1,85,55,0.3945
5553,3001052701,1,80,60,0.1328
5554,3001052715,1,80,60,0.1104
5555,3001071101,1,80,60,0.2547
5556,3003081115,1,80,60,0.2851
5557,3003081118,1,80,60,0.3091
5558,3009032590,1,85,60,0.1781
5559,6003046213,1,86,60,0.3871
5560,6003046313,1,86,60,0.4019
5561,6065004130,1,86,60,0.2441
5562,6065004330,1,86,60,0.2477
5563,6080207510,1,86,60,0.3665
5564,6080303510,1,86,60,0.3639
5565,6080305010,1,86,60,0.3643
5566,6177002130,1,86,60,0.1438
5567,6177002230,1,86,60,0.1493
5568,14010178902,1,85,60,0.2856
5569,3001070615,1,80,55,0.3563
5570,3001070617,1,80,55,0.4296
5571,3001071101,1,80,55,0.1751
5572,3001083015,1,80,55,0.2783
5573,3001083017,1,80,55,0.3504
5574,3001083415,1,80,55,0.3479
5575,3001083417,1,80,55,0.4351
5576,3001091501,1,80,55,-0.203
5577,3002081118,1,80,55,0.329
5578,3005008310,1,80,55,0.3119
5579,3005030826,1,80,55,0.2328
5580,3005030901,1,80,55,0.3479
5581,3009015071,1,85,55,0.4371
5582,3021094092,1,80,55,0.1756
5583,3022064092,1,80,55,0.4151
5584,3209703030,1,85,55,0.2963
5585,6003045213,1,86,55,0.4356
5586,6023206009,1,86,55,0.3715
5587,6040000113,1,81,55,0.422
5588,6065004130,1,86,55,0.3294
5589,6065004230,1,86,55,0.3077
5590,6065004330,1,86,55,0.3327
5591,6080203510,1,86,55,0.4163
5592,6080205010,1,86,55,0.4142
5593,6080303510,1,86,55,0.4193
5594,6080305010,1,86,55,0.4197
5595,6164000530,1,81,55,0.4718
5596,3001070015,1,80,45,0.2537
5597,3001070615,1,80,45,0.3412
5598,3001071101,1,80,45,0.2548
5599,3001071115,1,80,45,0.2417
5600,3001071515,1,80,45,0.315
5601,3001079515,1,80,45,0.3419
5602,3009023016,1,85,45,0.1062
5603,3001071101,1,80,56,-0.028
5604,3002081118,1,80,56,0.1325
5605,3005003313,0,80,56,1
5606,3001055018,1,80,21,0.2584
5607,3001071101,1,80,21,0.1751
5608,3009023016,1,85,21,0.1473
5609,3001053401,1,80,45,0.3298
5610,3001070617,1,80,45,0.4269
5611,3001071101,1,80,45,0.3147
5612,3001071357,1,80,45,0.2618
5613,3001071515,1,80,45,0.3494
5614,3003083317,1,80,45,0.3018
5615,3009040007,1,85,49,0.2371
5616,6023206009,1,86,49,0.3577
5617,14030033000,1,80,49,0.3067
5618,6177001290,0,86,49,1
5619,3009001070,1,85,56,0.3415
5620,3009007001,1,85,56,0.3304
5621,3209703030,1,85,56,0.2777
5622,3209708130,1,85,56,0.4492
5623,3502701635,1,80,56,0.4435
5624,3502701735,1,80,56,0.4435
5625,3502701835,1,80,56,0.4464
5626,3502701935,1,80,56,0.4464
5627,3509700174,1,85,56,0.3909
5628,6502048101,1,86,56,0.349
5629,6502072001,1,86,56,0.3297
5630,6502551101,1,86,56,0.3864
5631,6508086110,1,86,56,0.3479
5632,6508286110,1,86,56,0.3201
5633,14040002005,1,80,56,0.1296
5634,6506040830,0,86,56,1
5635,14040013005,0,85,56,1
5636,3002081118,1,80,42,0.1602
5637,3009032191,1,85,42,0.219
5638,3009032691,1,85,42,0.2458
5639,3009034501,1,80,42,0.1568
5640,3022064092,1,80,42,0.2829
5641,3009034401,0,80,42,1
5642,3002081118,1,80,75,0.3028
5643,3001071101,1,80,70,0.1503
5644,3009023107,1,85,35,0.207
5645,3001052005,1,80,56,0.3128
5646,3001070015,1,80,56,0.3025
5647,3001070017,1,80,56,0.373
5648,3001071101,1,80,56,0.2582
5649,3001077315,1,80,56,0.3262
5650,3001079515,1,80,56,0.3848
5651,3002070015,1,80,56,0.3224
5652,3002070017,1,80,56,0.3875
5653,3002079515,1,80,56,0.4072
5654,3002081118,1,80,56,0.3188
5655,3003070017,1,80,56,0.3803
5656,3003075017,1,80,56,0.4187
5657,3003077315,1,80,56,0.3491
5658,3003081118,1,80,56,0.3125
5659,3009023507,1,85,56,0.3066
5660,14010001000,1,80,56,0.2767
5661,3001070617,1,80,56,0.557
5662,3001071101,1,80,56,0.3979
5663,3001075017,1,80,56,0.5265
5664,3001079517,1,80,56,0.5759
5665,3001086017,1,80,56,0.5308
5666,3003070617,1,80,56,0.5913
5667,3003075017,1,80,56,0.5414
5668,3003079517,1,80,56,0.5851
5669,3003081118,1,80,56,0.4907
5670,3003086017,1,80,56,0.4895
5671,3021094001,1,80,56,0.3594
5672,3023064001,1,80,56,0.4684
5673,3001071001,1,80,56,0.4878
5674,3001071101,1,80,56,0.3979
5675,3001071157,1,80,56,0.4454
5676,3001071301,1,80,56,0.4469
5677,3001075015,1,80,56,0.5095
5678,3009001501,1,85,70,0.1497
5679,6080305010,1,86,70,0.1967
5680,3001071101,1,80,30,0.0056
5681,3005006801,1,80,30,0.2885
5682,3009015071,1,85,30,0.343
5683,3009023016,1,85,30,-0.0161
5684,3009023507,1,85,30,0.153
5685,3023064001,1,80,30,0.2854
5686,6022004510,1,86,30,0.2198
5687,6080203510,1,86,30,0.2127
5688,6080205010,1,86,30,0.2145
5689,6080303510,1,86,30,0.2174
5690,6080305010,1,86,30,0.224
5691,3001052018,1,80,21,0.1741
5692,3001052901,1,80,21,0.1372
5693,3001070615,1,80,21,0.231
5694,3001070617,1,80,21,0.299
5695,3001071001,1,80,21,0.1889
5696,3001071101,1,80,21,0.1301
5697,3001071157,1,80,21,0.1219
5698,3001073515,1,80,21,0.1646
5699,3001073517,1,80,21,0.163
5700,3001075015,1,80,21,0.2237
5701,3001075017,1,80,21,0.2506
5702,3001078415,1,80,21,0.2408
5703,3001078417,1,80,21,0.2336
5704,3002070617,1,80,21,0.3597
5705,3002075015,1,80,21,0.2983
5706,3002081018,1,80,21,0.2351
5707,3002081157,1,80,21,0.1587
5708,3003070015,1,80,21,0.1426
5709,3003070615,1,80,21,0.3121
5710,3003070617,1,80,21,0.3529
5711,3003075015,1,80,21,0.2901
5712,3003075017,1,80,21,0.2742
5713,3003078415,1,80,21,0.3235
5714,3003078417,1,80,21,0.3722
5715,3003081018,1,80,21,0.2272
5716,3003081118,1,80,21,0.1934
5717,3003081157,1,80,21,0.1425
5718,3009023016,1,85,21,0.0043
5719,3009023507,1,85,21,0.1609
5720,3009034201,1,85,21,0.2345
5721,3009034501,1,80,21,0.0612
5722,3011073834,1,80,21,0.2026
5723,3021094092,1,80,21,0.1358
5724,3022064092,1,80,21,0.2688
5725,3023064092,1,80,21,0.2034
5726,6022000610,1,86,21,0.3284
5727,6080203510,1,86,21,0.3059
5728,3009024091,0,85,21,1
5729,3009038016,0,85,21,1
5730,3141043934,0,80,21,1
5731,3009023107,1,85,49,0.2376
5732,3001071101,1,80,49,0.2391
5733,3003081118,1,80,49,0.2946
5734,3009000770,1,85,49,0.0332
5735,3909001070,1,80,49,0.2037
5736,3001071101,1,80,56,0.1249
5737,3001072715,1,80,56,0.309
5738,3001072815,1,80,56,0.2791
5739,3001072817,1,80,56,0.344
5740,3001075017,1,80,56,0.2919
5741,3001079515,1,80,56,0.2741
5742,3002075015,1,80,56,0.3372
5743,3002081118,1,80,56,0.1963
5744,3002081157,1,80,56,0.1533
5745,3003075015,1,80,56,0.3294
5746,3003079515,1,80,56,0.2922
5747,3003081118,1,80,56,0.1889
5748,3003081157,1,80,56,0.137
5749,3009023107,1,85,56,0.0956
5750,3009034401,0,80,56,1
5751,3001071101,1,80,49,0.2548
5752,3001071157,1,80,49,0.2476
5753,3002081118,1,80,49,0.3154
5754,3002081157,1,80,49,0.2794
5755,3009023016,1,85,49,0.0291
5756,3009023507,1,85,49,0.1906
5757,3021095092,1,80,49,0.2887
5758,3021096092,1,80,49,0.2554
5759,3022065092,1,80,49,0.4088
5760,3022066092,1,80,49,0.3727
5761,6022012210,1,86,49,0.4051
5762,3001071101,1,80,56,0.2207
5763,3001072617,1,80,56,0.459
5764,3001073617,1,80,56,0.3822
5765,3001077317,1,80,56,0.3732
5766,3001083717,1,80,56,0.3244
5767,3003073617,1,80,56,0.3239
5768,3009000270,1,85,56,-0.0701
5769,3009000370,1,85,56,-0.036
5770,3009023016,1,85,56,0.1467
5771,3009005790,1,85,45,0.2859
5772,3009023107,1,85,45,0.2112
5773,3009023507,1,85,45,0.1907
5774,3905030130,1,80,45,0.3199
5775,6080205010,1,86,45,0.3581
5776,6080207510,1,86,45,0.3665
5777,6080303510,1,86,45,0.3639
5778,6080307510,1,86,45,0.3743
5779,6080203510,1,86,45,0.3605
5780,6080205010,1,86,45,0.3581
5781,6080303510,1,86,45,0.3639
5782,6080305010,1,86,45,0.3643
5783,3001070615,1,80,49,0.3207
5784,3001070617,1,80,49,0.3808
5785,3001071101,1,80,49,0.1731
5786,3001071157,1,80,49,0.1615
5787,3009001501,1,85,49,0.2462
5788,3009023107,1,85,49,0.1594
5789,3009034201,1,85,49,0.3053
5790,6023001009,1,86,49,-0.0476
5791,6023001209,1,86,49,-0.0559
5792,6023004009,1,86,49,0.2592
5793,6023200609,1,86,49,0.2825
5794,6023200809,1,86,49,0.2825
5795,6023205009,1,86,49,0.2656
5796,6023206009,1,86,49,0.3333
5797,6023208009,1,86,49,0.3333
5798,6023210009,1,86,49,0.3333
5799,6023212009,1,86,49,0.3333
5800,6080203510,1,86,49,0.3983
5801,6080205010,1,86,49,0.396
5802,6080303510,1,86,49,0.4015
5803,6080305010,1,86,49,0.4019
5804,3009023016,1,85,56,-0.0652
5805,3009035508,1,85,56,0.539
5806,3009035608,1,85,56,0.4738
5807,6030003083,1,86,56,0.3923
5808,6164001935,1,81,56,0.1991
5809,14020030232,1,85,56,0.331
5810,14020053033,1,85,56,0.3142
5811,6035000613,0,86,56,1
5812,3009007001,1,85,49,0.2199
5813,3009015071,1,85,49,0.3222
5814,3009018001,1,85,49,0.1827
5815,3009040007,1,85,49,0.1281
5816,14020053032,1,85,49,0.2179
5817,3001052901,1,80,60,0.2111
5818,3001071101,1,80,60,0.0719
5819,3001071157,1,80,60,0.0899
5820,3001071301,1,80,60,0.1996
5821,3001071357,1,80,60,0.1689
5822,3002081118,1,80,60,0.2547
5823,3002081157,1,80,60,0.2312
5824,3002081318,1,80,60,0.2542
5825,3002081357,1,80,60,0.2613
5826,3003081357,1,80,60,0.248
5827,3009023107,1,85,60,0.1581
5828,3001052901,1,80,75,0.211
5829,3001071101,1,80,75,0.0719
5830,3001072617,1,80,75,0.2206
5831,3001075015,1,80,75,0.2056
5832,3001075017,1,80,75,0.2217
5833,3001078815,1,80,75,0.1533
5834,3001078817,1,80,75,0.2027
5835,3002075015,1,80,75,0.2755
5836,3002075017,1,80,75,0.2951
5837,3002081118,1,80,75,0.2532
5838,3003081118,1,80,75,0.2479
5839,3009000470,1,85,75,-0.0693
5840,3009000570,1,85,75,-0.0713
5841,3009001070,1,85,75,-0.0411
5842,3009023107,1,85,75,0.1581
5843,3009023507,1,85,75,0.1303
5844,6080303510,1,86,75,0.2472
5845,3009007001,1,85,60,66666667,0.2537
5846,6003046213,1,86,60,66666667,0.3958
5847,6003046313,1,86,60,66666667,0.4105
5848,6022007610,1,86,60,66666667,0.243
5849,6022007710,1,86,60,66666667,0.243
5850,6023206009,1,86,60,66666667,0.3093
5851,6023208009,1,86,60,66666667,0.3093
5852,6023210009,1,86,60,66666667,0.3093
5853,6023212009,1,86,60,66666667,0.3093
5854,6065004230,1,86,60,66666667,0.2158
5855,6065004330,1,86,60,66666667,0.1742
5856,3001071101,1,80,70,0.205
5857,3002081118,1,80,70,0.2701
5858,3003081118,1,80,70,0.2633
5859,3001071101,1,80,70,0.1211
5860,3002081118,1,80,70,0.2768
5861,3003081118,1,80,70,0.2701
5862,3009170009,1,85,70,0.2922
5863,3009180009,1,85,70,0.4329
5864,6005000201,1,81,70,0.2615
5865,6080015001,1,86,70,0.3238
5866,6080015002,1,86,70,0.3047
5867,6080203510,1,86,70,0.3435
5868,6080303510,1,86,70,0.3467
5869,6164001599,1,81,70,0.5236
5870,14240006401,1,80,70,0.3019
5871,14340006401,1,80,70,0.2847
5872,3001073517,1,80,49,0.2657
5873,3001075015,1,80,49,0.2767
5874,3002081018,1,80,49,0.2798
5875,3003072617,1,80,49,0.4325
5876,3003073417,1,80,49,0.3725
5877,3003081018,1,80,49,0.2723
5878,3009034401,1,80,49,-0.0141
5879,6080203510,1,86,49,0.3176
5880,6080205010,1,86,49,0.3151
5881,6080305010,1,86,49,0.3217
5882,3001070617,1,80,56,0.4695
5883,3003070617,1,80,56,0.5103
5884,3001052018,1,80,60,0.2776
5885,3001055018,1,80,60,0.3143
5886,3001072615,1,80,60,0.3673
5887,3009023016,1,85,60,0.0871
5888,14020053023,1,85,35,0.2758
5889,14020053024,1,85,35,0.3179
5890,14020053032,1,85,35,0.2326
5891,14020053033,1,85,35,0.2688
5892,3001052701,1,80,60,66666667,0.2184
5893,3001071101,1,80,60,66666667,0.2689
5894,3002081118,1,80,60,66666667,0.3028
5895,3003081118,1,80,60,66666667,0.2955
5896,3009023016,1,85,60,66666667,0.1752
5897,3209708030,1,85,60,66666667,0.4198
5898,6165001130,1,81,60,66666667,0.3498
5899,6165001230,1,81,60,66666667,0.2963
5900,6165001330,1,81,60,66666667,0.315
5901,3001071101,1,80,60,0.1076
5902,3089005013,1,85,60,0.3562
5903,3089105013,1,85,60,0.3567
5904,6022007310,1,86,60,0.3387
5905,6022007410,1,86,60,0.3387
5906,6080205010,1,86,60,0.3749
5907,6080305010,1,86,60,0.381
5908,3001052018,1,80,28,0.215
5909,3005006801,1,80,28,0.2254
5910,3005009891,1,80,28,0.1507
5911,3005018001,1,80,28,0.129
5912,3009001501,1,85,28,0.2934
5913,3009007001,1,85,28,0.3236
5914,3009015071,1,85,28,0.4161
5915,3009023107,1,85,28,0.2745
5916,3009032191,1,85,28,0.2114
5917,3009032291,1,85,28,0.2272
5918,3009034501,1,80,28,0.173
5919,3009036091,1,85,28,0.4563
5920,3009718545,1,85,28,0.2425
5921,3089005013,1,85,28,0.2579
5922,3089007513,1,85,28,0.258
5923,3089105013,1,85,28,0.2575
5924,3089107513,1,85,28,0.2585
5925,3201596730,1,80,28,0.2504
5926,6030003083,1,86,28,0.4473
5927,6036000552,1,81,28,0.4677
5928,6080035002,1,86,28,0.2486
5929,6080205010,1,86,28,0.3926
5930,6080303510,1,86,28,0.398
5931,6080305010,1,86,28,0.3983
5932,6136000163,1,81,28,0.5201
5933,6145000334,1,86,28,0.3413
5934,6502026801,1,86,28,0.3756
5935,6508086110,1,86,28,0.3414
5936,6508286110,1,86,28,0.3343
5937,14010001000,1,80,28,0.4299
5938,14010478502,1,85,28,0.3016
5939,14020030232,1,85,28,0.3909
5940,6035000613,0,86,28,1
5941,6502072001,0,86,28,1
5942,6506040830,0,86,28,1
5943,3005002611,1,85,75,0.3994
5944,3009034401,1,80,75,0.0609
5945,3009034501,1,80,75,0.0578
5946,3089110013,1,85,75,0.3899
5947,6145000440,1,81,75,0.2035
5948,6023012009,0,86,75,1
5949,3005030901,1,80,56,0.2307
5950,3009007001,1,85,56,0.3166
5951,3021094092,1,80,56,0.0279
5952,3022064092,1,80,56,0.3099
5953,3505001501,1,80,56,-0.0591
5954,6003046313,1,86,56,0.4341
5955,6040000113,1,81,56,0.3183
5956,6080203510,1,86,56,0.3881
5957,6080205010,1,86,56,0.3859
5958,6080207510,1,86,56,0.3939
5959,6080303510,1,86,56,0.3912
5960,6080305010,1,86,56,0.3917
5961,6080307510,1,86,56,0.4013
5962,6145000428,1,81,56,0.2075
5963,6165001230,1,81,56,0.122
5964,14020030232,1,85,56,0.3652
5965,6035000613,0,86,56,1
5966,3001052018,1,80,60,0.2627
5967,3001052701,1,80,60,0.1867
5968,3001071101,1,80,60,0.2525
5969,3002081118,1,80,60,0.3432
5970,3001052901,1,80,60,0.2414
5971,3009036007,1,85,60,0.3294
5972,3009036091,1,85,60,0.4117
5973,3009000170,1,85,45,0.2227
5974,3009000670,1,85,45,0.0389
5975,3009000770,1,85,45,0.0144
5976,6080205010,1,86,45,0.3921
5977,6080207510,1,86,45,0.4005
5978,6080303510,1,86,45,0.3974
5979,6080305010,1,86,45,0.3985
5980,6080307510,1,86,45,0.4081
5981,3001071101,1,80,60,0.0465
5982,3001071101,1,80,56,0.0332
5983,3001071301,1,80,56,0.1996
5984,3001075015,1,80,56,0.3117
5985,3002081118,1,80,56,0.2127
5986,3002081318,1,80,56,0.2883
5987,3003081118,1,80,56,0.2054
5988,3009015071,1,85,56,0.3626
5989,6003046213,1,86,56,0.4031
5990,6080203510,1,86,56,0.358
5991,6080205010,1,86,56,0.3556
5992,6080303510,1,86,56,0.3614
5993,6080305010,1,86,56,0.3618
5994,6508086110,1,86,56,0.2812
5995,6508286110,1,86,56,0.2732
5996,14010078300,1,85,28,0.574
5997,3001090391,1,85,28,0.456
5998,3001052701,1,80,0,0.0748
5999,3001071101,1,80,0,0.205
6000,3002081118,1,80,0,0.2696
6001,3009023016,1,85,0,0.046
6002,14020030232,1,85,70,0.303
6003,3001071101,1,80,70,0.0621
6004,3001083015,1,80,70,0.1907
6005,3002081118,1,80,70,0.1388
6006,6080203510,1,86,70,0.4057
6007,6080303510,1,86,70,0.4091
6008,6165001330,1,81,70,0.1488
6009,6176001483,1,81,70,0.5418
6010,6176004983,1,81,70,0.5698
6011,6508086110,1,86,70,0.3145
6012,6508286110,1,86,70,0.3072
6013,6165001230,0,81,70,1
6014,3001071101,1,80,70,0.1495
6015,3001071101,1,80,56,0.205
6016,3001079515,1,80,56,0.3644
6017,3001079517,1,80,56,0.4446
6018,3001070615,1,80,77,0.3638
6019,3001070617,1,80,77,0.42
6020,3001071101,1,80,77,0.205
6021,3001071301,1,80,77,0.2755
6022,3001075015,1,80,77,0.3578
6023,3001075017,1,80,77,0.38
6024,3001079515,1,80,77,0.3644
6025,3001079517,1,80,77,0.4446
6026,3002079515,1,80,77,0.3874
6027,3002079517,1,80,77,0.4619
6028,3002081118,1,80,77,0.2701
6029,3002081318,1,80,77,0.3361
6030,3003081118,1,80,77,0.2633
6031,3001052018,1,80,56,0.1334
6032,3001113115,1,80,56,0.299
6033,3005030001,1,80,56,0.3744
6034,3005030015,1,80,56,0.3392
6035,3005030301,1,80,56,0.3608
6036,3005030401,1,80,56,0.3939
6037,3005030901,1,80,56,0.351
6038,3005043533,1,80,56,0.0525
6039,3009023107,1,85,56,0.1905
6040,3009051926,1,85,56,0.2901
6041,3501018892,1,80,56,0.6117
6042,3505030130,1,80,56,0.3205
6043,6177002130,1,86,56,0.1216
6044,3001071001,1,80,35,0.302
6045,3005005101,1,80,35,0.2878
6046,3001071101,1,80,60,0.205
6047,3009000170,1,85,60,-0.0655
6048,3009000270,1,85,60,-0.0701
6049,3905015115,1,80,60,0.2864
6050,5121001611,1,80,60,0.256
6051,5121002011,1,80,60,0.2561
6052,5121002511,1,80,60,0.2561
6053,5121003211,1,80,60,0.2561
6054,5121005011,1,80,60,0.2547
6055,6080205010,1,86,60,0.3643
6056,6080305010,1,86,60,0.3704
6057,3001052018,1,80,56,0.1334
6058,3001052701,1,80,56,0.1881
6059,3001055018,1,80,56,0.2011
6060,3001071101,1,80,56,0.103
6061,3005008310,1,80,56,0.329
6062,3005030901,1,80,56,0.3695
6063,3001071101,1,80,56,0.103
6064,3009023016,1,85,56,0.0137
6065,3209703030,1,85,56,0.2105
6066,3209708130,1,85,56,0.3985
6067,6080305010,1,86,56,0.3674
6068,3001052018,1,80,56,0.1334
6069,3001071101,1,80,56,0.3022
6070,3001075017,1,80,56,0.3987
6071,3001079517,1,80,56,0.4277
6072,3009023016,1,85,56,0.0137
6073,3011073134,1,80,56,0.3381
6074,6080305010,1,86,56,0.3864
6075,3001071101,1,80,56,0.1768
6076,3002081118,1,80,56,0.1712
6077,3003081118,1,80,56,0.1635
6078,3009034401,0,80,56,1
6079,3009040007,1,85,49,0.2635
6080,14020030232,1,85,49,0.3577
6081,3001052018,1,80,21,0.1359
6082,3001070015,1,80,21,0.0889
6083,3001071157,1,80,21,0.0814
6084,3002070015,1,80,21,0.1148
6085,3002070615,1,80,21,0.2863
6086,3002077717,1,80,21,0.111
6087,3002081157,1,80,21,0.1202
6088,3003070615,1,80,21,0.2771
6089,3003077717,1,80,21,0.1049
6090,3003081118,1,80,21,0.1566
6091,3003081157,1,80,21,0.1032
6092,3011073134,1,80,21,0.1629
6093,3011073934,1,80,21,0.1595
6094,3021094092,1,80,21,0.0957
6095,3022066092,1,80,21,0.2341
6096,3023064092,1,80,21,0.1664
6097,3141148790,1,80,21,0.2216
6098,3001070017,1,80,0,0.2844
6099,3001071101,1,80,0,0.114
6100,3001071157,1,80,0,0.1973
6101,3001075015,1,80,0,0.2904
6102,3003070017,1,80,0,0.2929
6103,3003075015,1,80,0,0.3512
6104,3003081118,1,80,0,0.2177
6105,3003081157,1,80,0,0.2164
6106,3009015071,1,85,0,0.3223
6107,3009015078,1,85,0,0.3221
6108,3009005990,1,85,67,5,0.3128
